uniqueid,text,text_translated,media,source,mode,num_persons,_timestamp,confidence,source_reliability,locations,origin_bool,origin,destination,geom_tweet,triage_status
806,"RT @ultimenotizie: Lunghe code alla stazione Keleti di #Budapest, dove decine di migranti e profughi tentano di prendere un treno per arriv…",long queues at the keleti station of budapest where dozens of migrants and refugees try to catch a train to arrive,,twitter,train,,2019-10-01 09:55:54.000000,0.64,0.49,['budapest'],,,,010100000068226C787A1533402B1895D409C04740,
807,"Migranti, la Danimarca si blinda: bloccati tutti i treni dalla Germania....
L’emergenza migranti prosegue... http://t.co/dAYjdYwWH2",migrants denmark blinds itself all trains from germany are blocked the migrants emergency continues,,twitter,train,,2019-10-02 20:07:45.000000,0.58,0.13,"['denmark', 'germany']",,DE,,,
808,"RT @reuters_italia: Migranti, a migliaia arrivano in Austria da Ungheria http://t.co/vgHyfeodby http://t.co/EoOBDzbkXD",migrants thousands arrive in austria from hungary,['http://pbs.twimg.com/media/COhsLHDWwAAlp-c.jpg'],twitter,,,2019-10-03 07:52:21.000000,0.74,1.00,"['austria', 'hungary']",,HU,AT,010100000076711B0DE05D30409A99999999194840,
809,"RT @TgLa7: Migranti:Macedonia,7600 arrivi da Grecia in ultime ore. Dalle 18 di ieri alle 6 di questa mattina",tgla7 migrants macedonia 7600 arrivals from greece in the last hours from 6pm yesterday to 6am this morning,,twitter,,,2019-10-04 08:29:14.000000,0.91,0.17,"['macedonia', 'greece']",,EL,,0101000000575BB1BFEC6E35400000000000004540,
810,RT @ultimenotizie: La #Germania ha sospeso il traffico ferroviario dall'#Austria a causa della crisi dei migranti.,germany has suspended rail traffic from austria due to the migrant crisis,,twitter,,,2019-10-07 05:02:31.000000,0.72,0.39,"['germany', 'austria']",,AT,,0101000000151DC9E53FC42A40EEEBC03923424A40,
811,"Immigrazione, senza accordo salta Schengen. Ungheria chiude ferrovia con Serbia http://t.co/nYlawiS3XJ http://t.co/b9rlpUKmO3",immigration without schengen skip agreement hungary closes railroad with serbia,['http://pbs.twimg.com/media/CO4fqUTWwAAAnus.jpg'],twitter,,,2019-10-07 18:08:57.000000,0.72,0.82,"['hungary', 'serbia']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
812,"RT @Corriereit: Migranti,  la Croazia chiude tutti  i valichi di frontiera con la Serbia  http://t.co/ZIVPhLWaPr http://t.co/OoN9wd4TNF",corriereit migrants croatia closes all border crossings with serbia,['http://pbs.twimg.com/media/CPKcKOYWcAAZVQQ.jpg'],twitter,,,2019-10-11 05:46:49.000000,0.54,0.95,"['croatia', 'serbia']",,,,01010000004850FC1873F72F40545227A089E84640,
813,Migranti: Ungheria chiude confine a nuovi arrivi dalla Croazia e mobilita i riservisti http://t.co/lSxlVAMnvE,migrants hungary closes border to new arrivals from croatia and mobilizes the reservists,,twitter,,,2019-10-12 13:56:51.000000,0.79,1.00,"['hungary', 'croatia']",,HR0,,0101000000B003E78C280D3340D7A3703D0ABF4740,
814,"RT @MeltingPotEU: #overthefortress #Tovarnik arrivato il treno, tutti sperano porti in #Austria . I migranti decidono prima le famiglie htt…",overthefortress tovarnik the train arrived everyone hopes to bring in austria migrants decide htt families first,['http://pbs.twimg.com/media/CPVVLqpWgAAuvDn.jpg'],twitter,train,,2019-10-13 08:32:15.000000,0.85,0.03,"['tovarnik', 'austria']",,,,01010000006666666666263340211FF46C56954640,
815,Agli aeroporti del Belgio reintrodotti i controlli per chi arriva dalla #Grecia #refugeescrisis #refugeesnotwelcome,at the belgian airports reintroduced the controls for those arriving from grecia refugeescrisis refugeesnotwelcome,,twitter,,,2019-10-15 07:31:44.000000,0.63,0.00,"['grecia', 'belgia']",,,EL,010100000000000000000036400000000000804340,
816,Numero di #migranti entrati in #Ungheria negli ultimi mesi. https://t.co/ieqJcliQMt,number of migrants entering hungary in recent months,,twitter,,,2019-10-19 08:12:24.000000,0.78,0.18,['hungary'],,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
817,"RT @ultimenotizie: I migranti morti solo dall'inizio dell'anno nel #Mediterraneo sono 2.987, lo rende noto l'organizzazione internazionale …",2 987 migrants have died only since the beginning of the year in the mediterranean,,twitter,,,2019-10-29 11:37:17.000000,0.66,0.71,[],,,,,
818,RT @ultimenotizie: Sono oltre 3.100 i migranti morti mentre cercavano di attraversare il #Mediterraneo dall'inizio del 2015. E' quanto rend…,more than 3 100 migrants have died while trying to cross the mediterranean since the beginning of 2015,,twitter,,,2019-11-05 13:11:30.000000,0.65,0.76,[],,,,,
819,Migranti 'economici': l'Ungheria chiude le frontiere http://t.co/PTcHT3sNOf http://t.co/dwtWrSSKjg,economic migrants hungary closes the borders,['http://pbs.twimg.com/media/CRgFqcjUEAI8svh.jpg'],twitter,,,2019-11-09 07:11:34.000000,0.98,0.86,['hungary'],,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
820,"#Migranti, l'Ungheria chiude il confine con la Croazia http://t.co/Xy2W2dquMQ http://t.co/hFmGHAnLDq",migrants hungary closes the border with croatia,['http://pbs.twimg.com/media/CRgMGmnWwAAD8bO.jpg'],twitter,,,2019-11-09 07:40:30.000000,0.98,1.00,"['hungary', 'croatia']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
821,"RT @ultimenotizie: Sono stati 12.600 i migranti e profughi entrati in #Slovenia nelle ultime 24 ore, un numero record, da sabato gli arrivi…",12 600 migrants and refugees entered into slovenia in the last 24 hours a record number since saturday the arrivals,,twitter,,,2019-11-14 09:43:43.000000,0.97,0.69,['slovenia'],,,SI0,0101000000151DC9E53F042D402CD49AE61D074740,
822,Nel gli ultimi 24 ori hanno arrivato 12.600 migranti al paese di #Slovenia Un record secondo la Polizia!!!,in the last 24 golds 12 600 migrants have arrived in the country of slovenia a record according to the police ! ! !,,twitter,,,2019-11-14 19:00:24.000000,0.80,0.62,['slovenia'],,,,0101000000151DC9E53F042D402CD49AE61D074740,
823,"@N_Boschi @BerziLiliana i treni arrivavano in orario e i migranti (forzati) erano veneti e friulani, dal Pontino alla Libia. @F_Menchetti",the trains arrived on time and the migrants forced were from veneto and friuli from pontino to libya,,twitter,train,,2019-11-14 21:16:26.000000,0.76,0.00,"['veneto', 'friuli', 'libya']",,,,01010000000000000000002A40211FF46C56154740,
824,"RT @TgLa7: #Migranti: in centinaia travolgono barriere a Sentilj al confine tra Slovenia e Austria, dopo attesa sotto la pioggia",tgla7 migrants hundreds sweep barriers in sentilj on the border between slovenia and austria after waiting in the rain,,twitter,,,2019-11-21 17:37:44.000000,0.62,0.70,"['slovenia', 'austria']",,,,0101000000151DC9E53F042D402CD49AE61D074740,
825,BriefNews: Κλειστοί όλοι οι σταθμοί του μετρό σήμερα στις Βρυξέλλες https://t.co/sHVRttWwef,briefnews all metro stations closed today in brussels,,twitter,,,2019-12-14 08:24:26.000000,0.90,0.02,['brussels'],,,,,
826,Ακόμη 1.775 πρόσφυγες έφτασαν σήμερα στο λιμάνι του Πειραιά https://t.co/wiJgvMLMCu,still 1 775 refugees arrived today in piraeus port,,twitter,,775,2019-12-27 09:05:33.000000,0.90,0.23,['piraeus'],,,,,
827,Αυστρία – 600.000 πρόσφυγες έφτασαν στη χώρα https://t.co/URrS2gqAWN,austria 600 000 refugees arrived in the country,,twitter,,0,2020-01-11 06:31:15.000000,0.85,0.80,['austria'],,,,010100000076711B0DE05D30409A99999999194840,
828,4.000 πρόσφυγες έφτασαν το πρωί στον Πειραιά https://t.co/HvlD9Ykq6E,4 000 refugees arrive in piraeus this morning,,twitter,,,2020-01-13 08:36:20.000000,0.71,0.99,['piraeus'],,,,,
829,Περισσότεροι από 2.000 πρόσφυγες έφτασαν σήμερα στο λιμάνι του Πειραιά #ΕΛΛΑΔΑ https://t.co/glUdHmCq3U,more than 2 000 refugees arrive today in piraeus port greece,,twitter,,0,2020-01-14 09:42:49.000000,0.54,0.93,"['piraeus', 'greece']",,,EL,010100000000000000000036400000000000804340,
830,Ιταλία: Περισσότεροι από 700 πρόσφυγες διασώθηκαν χθες στην Μεσόγειο https://t.co/0zY2gKDgmm,italy more than 700 refugees rescued yesterday in the mediterranean,,twitter,,700,2019-06-21 08:36:38.000000,0.77,0.55,['italy'],,,,010100000000000000000029403333333333F34440,
831,Πάνω από 2.000 μετανάστες και πρόσφυγες στη Λέσβο http://t.co/VlP4ZpLPMU,more than 2 000 migrants and refugees on lesvos,,twitter,,,2019-06-26 13:28:39.000000,0.90,0.97,['lesvos'],,,,0101000000BEC1172653553A40211FF46C56954340,
832,Ξεπερνούν τις 48.000 οι αφίξεις προσφύγων στα ελληνικά νησιά φέτος – Ιδιαίτερα αυξημένη η πίεση στη Λέσβο http://t.co/FSa1lQFpTm,over 48 000 arrivals of refugees in greek islands this year especially increased pressure on lesvos,,twitter,,,2019-07-04 08:49:37.000000,0.59,0.23,"['greek islands', 'lesvos', 'island']",,,,0101000000BEC1172653553A40211FF46C56954340,
833,"Περίπου 3,000 μετανάστες διασώθηκαν μόνο σήμερα, ανοικτά της Λιβύης http://t.co/uaZfxFg6PG",approximately 3 000 migrants were rescued only today off libya,,twitter,,,2019-08-08 13:42:14.000000,0.59,0.34,['libya'],,,,01010000009031772D215F2A40C139234A7B734040,
834,ΝΕΚΡΟΤΑΦΕΙΟ 2000 μεταναστών και προσφύγων η Μεσόγειος http://t.co/dGpUQSNphf,cemetery 2000 migrants and refugees the mediterranean,,twitter,,2000,2019-08-28 08:31:05.000000,0.74,0.96,[],,,,,
835,Σε κατάσταση έκτακτης ανάγκης τα Σκόπια -Κλείνουν τα σύνορά σε μετανάστες http://t.co/w1AqbAvgUS,in an emergency skopje closes the borders to migrants,,twitter,,,2019-09-12 13:13:22.000000,0.96,0.99,['skopje'],,,,0101000000575BB1BFEC6E35400000000000004540,
836,Άνοιξαν ανά διαστήματα τα σύνορα στα Σκόπια για πάνω από 1000 πρόσφυγες- Αρκετοί παραμένουν εγκλωβισμένοι. http://t.co/YEwXbR0sRQ,from time to time the skopje border opened for over 1 000 refugees several remain locked,,twitter,,0,2019-09-14 13:16:22.000000,0.81,0.00,['skopje'],,,,0101000000575BB1BFEC6E35400000000000004540,
837,"Ομαλότερη η εικόνα στα σύνορα με την ΠΓΔΜ, 4.000 πρόσφυγες έχουν περάσει: Μετά τις χαοτικές σκηνές του Σαββάτο... http://t.co/hwsPJ3xZsj",smaller image at the border with fyrom 4 000 refugees have passed after the chaotic scenes of saturday,,twitter,,0,2019-09-15 17:14:12.000000,0.84,0.99,['fyrom'],,,,0101000000575BB1BFEC6E35400000000000004540,
838,"RT @AmnestyGreece: Με το πρώτο φως της ημέρας, περίπου 500 πρόσφυγες συρρέουν να διασχίσουν
τα σύνορα #ΠΓΔΜ #SOSEurope http://t.co/tmTOfNIf…",with the first light of day about 500 refugees are flocking to cross the border fyrom soseurope,['http://pbs.twimg.com/media/CNJ-OwwVEAEBJzH.jpg'],twitter,,500,2019-09-16 07:04:40.000000,0.64,0.35,['fyrom'],,,,0101000000575BB1BFEC6E35400000000000004540,
839,Στο λιμάνι του Πειραιά φτάνουν το απόγευμα 2.500 ακόμα Σύροι πρόσφυγες http://t.co/MU8wWl9f5W,at the port of piraeus 2500 more syrian refugees arrive in the afternoon,,twitter,,2500,2019-09-17 09:44:34.000000,0.77,0.99,"['piraeus', 'syria']",,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,
840,Στον Πειραιά από τη Μυτιλήνη 2.500 πρόσφυγες: Αναχώρησε εκ νέου στις 9:20 το πρωί από το λιμάνι της Μυτιλήνης ... http://t.co/WAJvkRHpbC,in piraeus from mytilene 2 500 refugees departure again at 920 am from the port of mytilene,,twitter,,,2019-09-18 09:19:13.000000,0.99,0.27,"['piraeus', 'mytilene']",,,,,
841,UNCHR: 300.000 μετανάστες έχουν φθάσει φέτος στην Ευρώπη διασχίζοντας τη Μεσόγειο – [Enikonomia.gr] http://t.co/zrOop8Opyx,unchr 300 000 migrants arrive this year across europe across the mediterranean enikonomia gr,,twitter,,,2019-09-21 02:39:09.000000,0.77,0.60,[],,,,,
842,Αναχώρησαν για Βιέννη τα τρένα προσφύγων http://t.co/Hu8TwOd3nO,they departed for refugee trains in vienna,,twitter,train,,2019-09-23 20:53:02.000000,0.56,0.59,['vienna'],,,,010100000076711B0DE05D30409A99999999194840,
843,Δύο πλοία με 4230 μετανάστες και πρόσφυγες στον Πειραιά την Τρίτη http://t.co/2lzvygKf1E,two ships with 4230 migrants and refugees in piraeus on tuesday,,twitter,boat,,2019-09-24 11:09:40.000000,0.99,0.72,['piraeus'],,,,,
844,RT @tvxs: Εκατοντάδες πρόσφυγες έφτασαν στο Μόναχο με τα τρένα από την Ουγγαρία [ΒΙΝΤΕΟ+ΦΩΤΟ] http://t.co/YNsfQORt1y,hundreds of refugees arrived in munich with trains from hungary video photo,,twitter,train,,2019-09-24 11:23:50.000000,0.92,1.00,"['munich', 'hungary']",,HU,,010100000052499D8026222740454772F90F114840,
845,"RT @miltostr: Εκεί που λες ότι τα είδες όλα, χιλιάδες πρόσφυγες ξεκίνησαν πεζή να πάνε από Βουδαπέστη Βιέννη. 50 ώρες διαδρομή... http://t.…",where you say you saw it all thousands of refugees started walking away from budapest vienna 50 hours route t,['http://pbs.twimg.com/media/COD1A87WcAEZIaS.jpg'],twitter,on foot,50,2019-09-27 13:17:46.000000,0.58,0.79,"['budapest', 'vienna']",,HU110,,0101000000B003E78C280D3340D7A3703D0ABF4740,
846,RT @parodynews: Η μεγάλη έξοδος για τους πρόσφυγες από την Ουγγαρία στην Αυστρία! Όλη η Ευρώπη ένας δρομος... http://t.co/UA6XpCgR5K,the great exit for refugees from hungary to austria ! all europe one way,['http://pbs.twimg.com/media/COFKfWMXAAAOT1_.jpg'],twitter,,1,2019-09-27 18:58:56.000000,0.70,0.96,"['hungary', 'austria']",,HU,AT,0101000000B003E78C280D3340D7A3703D0ABF4740,
847,Η Γερμανία ανοίγει τα σύνορα σε 10.000 πρόσφυγες http://t.co/pPisXfNNPW,germany opens the border to 10 000 refugees,,twitter,,0,2019-09-28 11:05:06.000000,0.71,1.00,['germany'],,,,0101000000151DC9E53FC42A40EEEBC03923424A40,
848,RT @lifomag: 10.000 πρόσφυγες από την Ουγγαρία αναμένεται να φτάσουν σήμερα στη Γερμανία: Ακόμη 500… http://t.co/VH43px0YK4,10 000 refugees from hungary are expected to arrive in germany today 500 more,,twitter,,0,2019-09-28 11:23:58.000000,0.99,0.97,"['hungary', 'germany']",,HU,DE,0101000000B003E78C280D3340D7A3703D0ABF4740,
